x,y,cohort,time
-0.049323227400946405,0.07972882330602812,0,3
-0.04941108241639333,0.07963850645996716,0,4
-0.04967660109517333,0.07933700827266622,0,5
-0.050752429018517294,0.07806759856261504,0,6
-0.0520991213674487,0.07642642263365743,0,7
-0.0540033229224747,0.07405688405283675,0,8
-0.05601088754151366,0.07137439364686853,0,9
-0.057776145349921974,0.06870717698919543,0,10
-0.05943794928283829,0.06587261907411497,0,11
-0.06094118646899217,0.06286614128665417,0,12
-0.062257004113982155,0.059765605682264286,0,13
-0.06333964543000743,0.05654826535031353,0,14
-0.06411999958944263,0.05292221353890976,0,15
-0.06492300222715316,0.050141233958642964,0,16
-0.0654618207024182,0.044137952163263716,0,17
-0.06644468087205711,0.04193609880703066,0,18
-0.06785948884889922,0.046225789677623,0,19
-0.06910801262293424,0.04736015010800329,0,20
-0.07055264447863421,0.04889010316014146,0,21
-0.07189460268802425,0.04969029426316311,0,22
-0.07335049116233508,0.04990239595609481,0,23
-0.07502333377067726,0.049423502988489396,0,24
-0.0764147960693581,0.048078448947971815,0,25
-0.07762315373162056,0.045453658485286236,0,26
-0.07812160607800701,0.04183668802089931,0,27
-0.07779235628432593,0.035929498408893194,0,28
-0.0764827556864997,0.02864067489121509,0,29
-0.07482319770053797,0.020742470785531847,0,30
-0.07295240845748939,0.01176030850968523,0,31
-0.0703945302237465,0.0027457068294986955,0,32
-0.0668074510278801,-0.006180285762459328,0,33
-0.06308834801150705,-0.013581503583004471,0,34
-0.05828962003383316,-0.021433615645109462,0,35
-0.05288556802744278,-0.028653995148311708,0,36
-0.04740356139746681,-0.034551429109012134,0,37
-0.04247393483768794,-0.03879952212134668,0,38
-0.038291444397304475,-0.041528190299852656,0,39
-0.033921760816130436,-0.04326995000916641,0,40
-0.028444634662016462,-0.04464630690317184,0,41
-0.02299667329860498,-0.046431152128616524,0,42
-0.017636560925246344,-0.04839877771573262,0,43
-0.01236819321803938,-0.05034526810211326,0,44
-0.007086760467090549,-0.052269559877769094,0,45
-0.0019630369146952605,-0.05417433749626074,0,46
0.003094229911886869,-0.05603254729456827,0,47
0.007743333703432795,-0.057629488156682854,0,48
0.011601562524484146,-0.0591357000258825,0,49
0.014938857813779825,-0.06035389911234223,0,50
0.01808552712104735,-0.06116677065037592,0,51
0.021460265948651195,-0.061673742103313674,0,52
0.024913498115054312,-0.061778045144336116,0,53
0.028520702409794912,-0.06146387759089379,0,54
0.032620245816828874,-0.060777756004544416,0,55
0.037438797242465134,-0.059708360246144114,0,56
0.04266683478747123,-0.058252997477061925,0,57
0.04788257512951011,-0.05646079343399441,0,58
0.053563622681451574,-0.05415944990145602,0,59
0.0603263606326543,-0.05089627742261505,0,60
0.06752948619273114,-0.046957298668618426,0,61
0.07055856686310558,-0.04528173109233133,0,62
0.0718747288638047,-0.04454676934568694,0,63
0.07183806033912843,-0.04456802141132529,0,64
0.0706501878757217,-0.04522657692941192,0,65
0.06622343222616041,-0.0477214264447675,0,66
0.05916182662583853,-0.05150797233736413,0,67
0.052249952449652234,-0.054613841507837935,0,68
0.04580370310261248,-0.05670452503693211,0,69
0.040514089935864396,-0.05829392185768364,0,70
0.035470922506787766,-0.059762266986839646,0,71
0.029779405807576736,-0.06048272609808861,0,72
0.025792457655932566,-0.06089652873063382,0,73
0.022566025158446915,-0.06107990213627613,0,74
0.01867196537240397,-0.06072906732281963,0,75
0.01574547744876713,-0.05998500039490906,0,76
0.012018748782212058,-0.05875873177673305,0,77
0.008656785413443049,-0.057505181113674746,0,78
0.003943541646094924,-0.05593545828206695,0,79
-0.0008113732446745537,-0.054283013034675046,0,80
-0.005970979823415468,-0.052431689178712555,0,81
-0.011337807264709092,-0.0504557468320172,0,82
-0.016090349254237322,-0.04885106901721695,0,83
-0.021280252693783933,-0.0469527849681598,0,84
-0.026607659321655694,-0.04500169216298996,0,85
-0.03205337154151249,-0.043357822162457656,0,86
-0.037410387185633324,-0.04139653061357128,0,87
-0.04270761353570385,-0.03769429349954537,0,88
-0.04838255918824809,-0.03314820042832124,0,89
-0.054238184512905886,-0.026900084415508237,0,90
-0.059807277115319066,-0.019033342209209318,0,91
-0.06458679433303807,-0.010656379782063836,0,92
-0.06890293415860704,-0.001210677201422653,0,93
-0.07230069329150755,0.00906093303936172,0,94
-0.07439734453538499,0.018553832957793837,0,95
-0.07608702664862661,0.026669177201358717,0,96
-0.07751520591215887,0.033883608427729306,0,97
-0.07814038666911785,0.041419015352959505,0,98
-0.07723908412830728,0.04665638533484011,0,99
-0.05905616173049596,0.01545119467918084,1,3
-0.0559476338880994,0.014034045573508345,1,4
-0.05573861082249815,0.013509776294506278,1,5
-0.05457135686994075,0.010780081299533053,1,6
-0.05369837710285257,0.007692888563704332,1,7
-0.05169528859726616,0.003156572968906315,1,8
-0.050049271735115884,-0.0010264453723228288,1,9
-0.048274027921208745,-0.004885017788108793,1,10
-0.046460714522390235,-0.008575471742072216,1,11
-0.04459649827432174,-0.01208803216556447,1,12
-0.04269390376293077,-0.015440489187511642,1,13
-0.0407523294011501,-0.018629406049889868,1,14
-0.03876787647747348,-0.02163930333320612,1,15
-0.03692091507419445,-0.024645414180889162,1,16
-0.0347082233033473,-0.027221888398942448,1,17
-0.033016974971406106,-0.030123014286788544,1,18
-0.031874904193953835,-0.033680287314783036,1,19
-0.03127785892757143,-0.03804228109285784,1,20
-0.032985912805018114,-0.047083543938258685,1,21
-0.03039306156975587,-0.049960947526300446,1,22
-0.02658931478451262,-0.052206547660642595,1,23
-0.022598728827408914,-0.05453871996622591,1,24
-0.018051018973782675,-0.056576039326545396,1,25
-0.012886727098022814,-0.058584072958232994,1,26
-0.007547986023526155,-0.06004817318100387,1,27
-0.0019930527190825742,-0.06122790198923036,1,28
0.003607469053880017,-0.061805977615915546,1,29
0.008898411522281206,-0.06206377761025648,1,30
0.015942897025908315,-0.053505428443268374,1,31
0.020448522448623274,-0.050484137743739756,1,32
0.024646026014870728,-0.0474823206152286,1,33
0.028877033595358835,-0.04420860088726755,1,34
0.033024644232898054,-0.04075561609693361,1,35
0.03713656910167415,-0.03712790383515555,1,36
0.041198512647410014,-0.03339623127715932,1,37
0.045211906852272145,-0.029625473907835854,1,38
0.04916243116424233,-0.02589305004174133,1,39
0.05300545721996577,-0.022257368556617058,1,40
0.05667538284850202,-0.018724526085497958,1,41
0.06010867909389756,-0.01524913072159339,1,42
0.06326715446837963,-0.01176167596070779,1,43
0.0661433172085838,-0.008200985691331214,1,44
0.06874952325297874,-0.004528762126961133,1,45
0.07110338910109931,-0.0007292983250480208,1,46
0.0732191113000533,0.003196080851345488,1,47
0.07510458981170354,0.007234582011523405,1,48
0.07676160667325213,0.011366157043088859,1,49
0.0781869612783188,0.015567071088965607,1,50
0.07937365892457844,0.019811361853613728,1,51
0.08031199797960205,0.024065550471209046,1,52
0.08099058633223297,0.028294339245781883,1,53
0.08140089068446249,0.032403623567008245,1,54
0.08155964940036849,0.03649560130925915,1,55
0.08145397620741715,0.04086871109492535,1,56
0.08101704277796816,0.045475910995021296,1,57
0.0803288952539348,0.04973686405396689,1,58
0.07957252284602774,0.053206993262390805,1,59
0.07877796327685103,0.05588565459787937,1,60
0.07769547077433037,0.05870607484552013,1,61
0.07666971840181765,0.06097386987127347,1,62
0.07552335069122908,0.06300403850774362,1,63
0.07431184755778102,0.06470607270422285,1,64
0.0725473038955524,0.06684131104363637,1,65
0.07039922352683957,0.06895344954721606,1,66
0.06825013916375344,0.07065780593805923,1,67
0.06608932104942429,0.07210520620807727,1,68
0.06392324293261062,0.07329499145319905,1,69
0.06158159080019955,0.07432953147556878,1,70
0.05912605137825219,0.0751353331200459,1,71
0.056551020932099544,0.0756841506252052,1,72
0.05386675202862033,0.07593166203793696,1,73
0.05108788118247095,0.07584064014311878,1,74
0.04823849372483711,0.0753842284599022,1,75
0.0453513951163335,0.07454187411613224,1,76
0.042463083341070455,0.07329795329658045,1,77
0.039612076733285706,0.07164268182161446,1,78
0.036835990320280086,0.0695761601082218,1,79
0.034164505609342054,0.06710975102598378,1,80
0.031610764799288295,0.06426481354560037,1,81
0.029167046877742263,0.06107063760310419,1,82
0.026806472372463114,0.057561742985665666,1,83
0.024488940733519142,0.05377471839561361,1,84
0.022168501117505658,0.0497458156875466,1,85
0.01980003325277224,0.04550985112791207,1,86
0.017343688187375667,0.04109945817908738,1,87
0.014767054720075522,0.03654493604622608,1,88
0.012044385609776932,0.03186957463824716,1,89
0.00915942674644795,0.027098419125494086,1,90
0.006104184125087693,0.02224294403925044,1,91
0.002877864188459141,0.017314888634875243,1,92
-0.00044898619046644086,0.012405961124660012,1,93
-0.0039910870761423085,0.00725774690083503,1,94
-0.00725005554333002,0.002784713363891824,1,95
-0.010948630302920308,-0.0027971613553703645,1,96
-0.014989408407857379,-0.007882187779833082,1,97
-0.018524092388490215,-0.013983404423397678,1,98
-0.02260407331264153,-0.016575767697908406,1,99
